id,common_name,botanical_name,growth_shape,growing_season_months,flowering_season_months,flower_color,foliage_color_spring,foliage_color_summer,foliage_color_fall,foliage_color_winter,sun_pref,water_pref,soil_pref,width_ft,height_ft,inflorescence,flower_count_hint,flower_zone,fruit_color,fruit_season_months,fruit_load,usda_symbol,usda_scientific_name_full,usda_growth_habit,usda_native_status,usda_growth_form,usda_shape_and_orientation,usda_foliage_texture,usda_foliage_porosity_summer,usda_foliage_porosity_winter,usda_leaf_retention,usda_flower_conspicuous,usda_fruit_conspicuous,usda_fall_conspicuous,usda_bloom_period,usda_active_growth_period,usda_fruit_seed_period_begin,usda_fruit_seed_period_end,usda_height_mature_ft,usda_shade_tolerance,usda_drought_tolerance,usda_moisture_use,usda_soil_coarse,usda_soil_medium,usda_soil_fine,usda_ph_min,usda_ph_max,npsot_dfw_recommended
bigtooth-maple,bigtooth maple,Acer grandidentatum,vase,3-8,3-5,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,38,,,,#6b5a4a,6-8,moderate,ACGR3,Acer grandidentatum Nutt.,Shrub,L48:N,Single Stem,Erect,Medium,Moderate,Porous,No,Yes,No,No,Spring,Spring and Summer,Summer,Summer,38.0,Medium,Low,Medium,Yes,Yes,Yes,6.0,8.0,no
common-yarrow,common yarrow,Achillea millefolium,mound,3-5,6,#f1f1e2,,#5b7a4b,,,part-sun,medium,loamy,,3,,,,#6b5a4a,6-8,moderate,ACMI2,Achillea millefolium L.,Forb/herb,AK:N|CAN:I|CAN:N|GL:N|HI:I|L48:I|L48:N|SPM:I|SPM:N,Rhizomatous,Erect,Fine,Porous,Porous,No,Yes,No,No,Early Summer,Spring,Summer,Summer,3.0,Medium,Medium,Medium,No,Yes,No,6.0,8.0,yes
boxelder,boxelder,Acer negundo,tree,3-8,3,#f1f1e2,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,60,,,,#6b5a4a,6-11,heavy,ACNE2,Acer negundo L.,Tree,CAN:N|L48:N,Multiple Stem,Erect,Coarse,Dense,Porous,No,No,Yes,Yes,Early Spring,Spring and Summer,Summer,Fall,60.0,Low,High,Medium,Yes,Yes,Yes,5.0,7.8,yes
oppositeleaf-spotflower,oppositeleaf spotflower,Acmella oppositifolia var. repens,mound,6-8,8,#5b7a4b,,#5b7a4b,,,full-sun,medium,"loamy,clay",,0.7,,,,#3a3a34,6-11,moderate,ACOPR,Acmella oppositifolia (Lam.) R.K. Jansen var. repens (Walter) R.K. Jansen,Forb/herb,L48:N,Stoloniferous,Prostrate,Fine,Porous,Porous,No,Yes,No,No,Late Summer,Summer,Summer,Fall,0.7,High,Low,Medium,No,Yes,Yes,5.0,7.5,no
red-maple,red maple,Acer rubrum,tree,3-8,3,#b3261e,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,68,,,,#b3261e,3-5,heavy,ACRU,Acer rubrum L.,Tree,CAN:N|L48:N,Single Stem,Rounded,Medium,Dense,Porous,No,Yes,Yes,Yes,Early Spring,Spring and Summer,Spring,Spring,68.0,Medium,Medium,High,Yes,Yes,Yes,4.7,7.3,yes
silver-maple,silver maple,Acer saccharinum,tree,3-8,3,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,90,,,,#6b5a4a,6-11,heavy,ACSA2,Acer saccharinum L.,Tree,CAN:N|L48:N,Single Stem,Rounded,Medium,Dense,Porous,No,Yes,Yes,Yes,Early Spring,Spring and Summer,Summer,Fall,90.0,Medium,Low,Medium,Yes,Yes,Yes,4.0,7.3,no
virginia-threeseed-mercury,Virginia threeseed mercury,Acalypha virginica,mound,3-11,6,#b3261e,,#5b7a4b,,,part-sun,medium,loamy,,3,,,,#b3261e,6-11,heavy,ACVI,Acalypha virginica L.,Forb/herb,L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,No,Yes,Early Summer,"Spring, Summer, Fall",Summer,Fall,3.0,Medium,Medium,Medium,No,Yes,No,5.9,7.0,no
common-maidenhair,common maidenhair,Adiantum capillus-veneris,mound,3-8,6-8,#f1f1e2,,#5b7a4b,,,shade,high,"loamy,clay",,1.7,,,,#6b5a4a,6-11,moderate,ADCA,Adiantum capillus-veneris L.,Forb/herb,CAN:N|HI:N|L48:N|PR:N,Rhizomatous,Erect,Fine,Porous,Porous,No,No,No,No,Summer,Spring and Summer,Summer,Fall,1.7,Low,None,High,No,Yes,Yes,6.0,8.0,no
ohio-buckeye,Ohio buckeye,Aesculus glabra,tree,3-8,4,#5b7a4b,,#5b7a4b,,,shade,medium,"loamy,clay",,68,,,,#6b5a4a,3-11,moderate,AEGL,Aesculus glabra Willd.,Tree,CAN:N|L48:N,Single Stem,Erect,Coarse,Dense,Porous,No,Yes,Yes,Yes,Mid Spring,Spring and Summer,Spring,Fall,68.0,Low,Medium,Medium,No,Yes,Yes,5.0,7.1,no
red-buckeye,red buckeye,Aesculus pavia,vase,3-8,5,#b3261e,,,,,shade,high,"sandy,loamy,clay",,25,,,,#6b5a4a,6-11,moderate,AEPA,Aesculus pavia L.,Shrub,CAN:I|L48:N,Single Stem,Erect,Coarse,Dense,Porous,No,Yes,Yes,No,Late Spring,Spring and Summer,Summer,Fall,25.0,Low,Low,High,Yes,Yes,Yes,3.7,7.0,no
winter-bentgrass,winter bentgrass,Agrostis hyemalis,grass,3-11,4,#5b7a4b,,#5b7a4b,,,part-sun,high,"loamy,clay",,3.5,,,,#6b5a4a,6-11,light,AGHY,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb.",Graminoid,CAN:N|L48:N|PR:N,Bunch,Erect,Coarse,Dense,Porous,No,No,No,No,Mid Spring,"Spring, Summer, Fall",Summer,Fall,3.5,Medium,Low,High,No,Yes,Yes,5.0,7.5,no
upland-bentgrass,upland bentgrass,Agrostis perennans,grass,3-11,7,#5b7a4b,,#5b7a4b,,,part-sun,high,"loamy,clay",,3.5,,,,#6b5a4a,6-11,light,AGPE,Agrostis perennans (Walter) Tuck.,Graminoid,CAN:N|L48:N,Rhizomatous,Decumbent,Medium,Moderate,Porous,No,No,No,No,Mid Summer,"Spring, Summer, Fall",Summer,Fall,3.5,Medium,Low,High,No,Yes,Yes,5.5,7.5,no
carolina-foxtail,Carolina foxtail,Alopecurus carolinianus,grass,3-5,3-5,#5b7a4b,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,1.7,,,,#e8d24a,6-8,light,ALCA4,Alopecurus carolinianus Walter,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Spring,Spring,Summer,Summer,1.7,High,Low,Low,Yes,Yes,Yes,4.0,7.5,no
hazel-alder,hazel alder,Alnus serrulata,vase,3-8,3-5,,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,30,,,,#6b5a4a,6-8,light,ALSE2,Alnus serrulata (Aiton) Willd.,Shrub,CAN:N|L48:N,Multiple Stem,Erect,Coarse,Dense,Porous,No,No,No,No,Spring,Spring and Summer,Summer,Summer,30.0,High,Low,High,Yes,Yes,Yes,5.0,7.0,no
leadplant,leadplant,Amorpha canescens,vase,3-8,6,#8f6fb3,,#5b7a4b,,,shade,low,"sandy,loamy",,4,,,,#6b5a4a,6-11,light,AMCA6,Amorpha canescens Pursh,Shrub,CAN:N|L48:N,Multiple Stem,Semi-Erect,Coarse,Dense,Porous,No,Yes,No,No,Early Summer,Spring and Summer,Summer,Fall,4.0,Low,High,Low,Yes,Yes,No,5.5,8.0,no
valley-redstem,valley redstem,Ammannia coccinea,mound,3-5,,#8f6fb3,,#5b7a4b,,,full-sun,medium,"loamy,clay",,1.6,,,,,3-11,light,AMCO,Ammannia coccinea Rottb.,Forb/herb,HI:I|L48:N|PR:N|VI:N,Single Crown,Erect,Medium,Porous,Porous,No,Yes,No,No,Indeterminate,Spring,Spring,Fall,1.6,High,Medium,Medium,No,Yes,Yes,4.0,5.9,no
heartleaf-peppervine,heartleaf peppervine,Ampelopsis cordata,low-climber,3-8,5,#f1f1e2,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,2,,,,#3a3a34,3-8,moderate,AMCO2,Ampelopsis cordata Michx.,Vine,L48:N,Single Crown,Climbing,Coarse,Porous,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Spring,Summer,2.0,Low,Low,Medium,Yes,Yes,Yes,5.2,7.4,no
false-indigo-bush,false indigo bush,Amorpha fruticosa,vase,6-8,5,#8f6fb3,,,,,full-sun,low,"sandy,loamy",,15,,,,#6b5a4a,6-11,heavy,AMFR,Amorpha fruticosa L.,Shrub,CAN:N|L48:N,Multiple Stem,Rounded,Fine,Dense,Porous,No,Yes,Yes,Yes,Late Spring,Summer,Summer,Fall,15.0,High,Medium,Low,Yes,Yes,No,5.0,8.5,no
roughfruit-amaranth,roughfruit amaranth,Amaranthus tuberculatus,mound,3-5,6-8,#5b7a4b,,#5b7a4b,,,full-sun,high,"loamy,clay",,6.6,,,,#3a3a34,6-11,heavy,AMTU,Amaranthus tuberculatus (Moq.) Sauer,Forb/herb,CAN:N|L48:N,Single Stem,Erect,Medium,Moderate,Porous,No,No,No,No,Summer,Spring,Summer,Fall,6.6,High,None,High,No,Yes,Yes,5.0,8.0,no
yerba-mansa,yerba mansa,Anemopsis californica,mound,3-8,3,#f1f1e2,,#5b7a4b,,,full-sun,high,"loamy,clay",,1.5,,,,#6b5a4a,3-5,heavy,ANCA10,Anemopsis californica (Nutt.) Hook. & Arn.,Forb/herb,L48:N,Rhizomatous,Erect,Coarse,Porous,Porous,No,Yes,No,No,Early Spring,Spring and Summer,Spring,Spring,1.5,High,None,High,No,Yes,Yes,6.5,9.0,no
big-bluestem,big bluestem,Andropogon gerardii,grass,6-8,6-8,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,7,,,,#6b5a4a,6-11,moderate,ANGE,Andropogon gerardii Vitman,Graminoid,CAN:N|L48:N,Bunch,Erect,Medium,Dense,Porous,No,No,No,No,Summer,Summer,Summer,Fall,7.0,High,High,Medium,Yes,Yes,Yes,6.5,8.5,yes
bushy-bluestem,bushy bluestem,Andropogon glomeratus,grass,6-8,8,#f1f1e2,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,6.3,,,,#6b5a4a,9-12,heavy,ANGL2,"Andropogon glomeratus (Walter) Britton, Sterns & Poggenb.",Graminoid,HI:I|L48:N|NAV:N|PR:N|VI:I,Bunch,Erect,Fine,Dense,Moderate,No,No,No,Yes,Late Summer,Summer,Fall,Winter,6.3,High,Low,High,Yes,Yes,Yes,5.0,6.3,yes
splitbeard-bluestem,splitbeard bluestem,Andropogon ternarius,grass,6-8,8,#5b7a4b,,#5b7a4b,,,shade,low,"sandy,loamy",,3.9,,,,#e8d24a,6-11,moderate,ANTE2,Andropogon ternarius Michx.,Graminoid,L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Late Summer,Summer,Summer,Fall,3.9,Low,High,Low,Yes,Yes,No,4.0,7.5,no
broomsedge-bluestem,broomsedge bluestem,Andropogon virginicus,grass,6-8,5,#e8d24a,,#5b7a4b,,,full-sun,medium,"loamy,clay",,3,,,,#6b5a4a,6-8,light,ANVI2,Andropogon virginicus L.,Graminoid,CAN:N|HI:I|L48:N|PB:I|PR:N,Bunch,Erect,Medium,Moderate,Porous,No,No,No,No,Late Spring,Summer,Summer,Summer,3.0,High,High,Medium,No,Yes,Yes,4.9,7.0,no
groundnut,groundnut,Apios americana,mound,3-8,5,#8f6fb3,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,1,,,,#6b5a4a,6-8,moderate,APAM,Apios americana Medik.,Forb/herb,CAN:N|L48:N,Single Crown,Climbing,Medium,Porous,Porous,No,Yes,No,No,Late Spring,Spring and Summer,Summer,Summer,1.0,Low,Low,Medium,Yes,Yes,Yes,6.0,7.5,no
indianhemp,Indianhemp,Apocynum cannabinum,mound,3-8,6-8,#f1f1e2,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,3.3,,,,#f1f1e2,6-11,heavy,APCA,Apocynum cannabinum L.,Forb/herb,CAN:N|L48:N,Single Stem,Erect,Medium,Porous,Porous,No,No,No,No,Summer,Spring and Summer,Summer,Fall,3.3,Medium,Medium,High,Yes,Yes,Yes,4.5,7.0,no
giant-cane,giant cane,Arundinaria gigantea,grass,3-5,,,,,,,full-sun,medium,"sandy,loamy,clay",,25,,,,,,,ARGI,Arundinaria gigantea (Walter) Muhl.,Graminoid,L48:N,Rhizomatous,Erect,Medium,Dense,Dense,No,No,No,Yes,,Spring,,,25.0,High,Medium,Medium,Yes,Yes,Yes,5.0,6.9,yes
white-sagebrush,white sagebrush,Artemisia ludoviciana,mound,3-8,7,#f1f1e2,,,,,full-sun,medium,"sandy,loamy,clay",,3,,,,#f1f1e2,6-11,moderate,ARLU,Artemisia ludoviciana Nutt.,Forb/herb,CAN:N|L48:I|L48:N,Rhizomatous,Erect,Medium,Porous,Moderate,No,No,No,No,Mid Summer,Spring and Summer,Summer,Fall,3.0,High,Medium,Medium,Yes,Yes,Yes,6.0,9.0,yes
crested-pricklypoppy,crested pricklypoppy,Argemone polyanthemos,mound,6-8,4,#f1f1e2,,#5b7a4b,,,full-sun,low,"sandy,loamy",,3,,,,,6-11,heavy,ARPO2,Argemone polyanthemos (Fedde) G.B. Ownbey,Forb/herb,L48:N,Single Stem,Erect,Coarse,Porous,Porous,No,Yes,Yes,No,Mid Spring,Summer,Summer,Fall,3.0,High,High,Low,Yes,Yes,No,7.0,8.5,no
fendler-threeawn,Fendler threeawn,Aristida purpurea var. longiseta,grass,"1,2,3,4,5,9,10,11,12",3,#e8d24a,,#5b7a4b,,,full-sun,low,"sandy,loamy",,1.4,,,,#6b5a4a,3-5,heavy,ARPUL,Aristida purpurea Nutt. var. longiseta (Steud.) Vasey,Graminoid,CAN:N|L48:N,Bunch,Erect,Medium,Moderate,Porous,No,No,No,No,Early Spring,"Fall, Winter and Spring",Spring,Spring,1.4,High,High,Low,Yes,Yes,No,5.5,7.5,no
devil-s-walkingstick,devil's walkingstick,Aralia spinosa,vase,3-8,6,#f1f1e2,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,20,,,,#3a3a34,6-11,heavy,ARSP2,Aralia spinosa L.,Shrub,L48:N,Multiple Stem,Erect,Coarse,Porous,Porous,No,Yes,No,No,Early Summer,Spring and Summer,Summer,Fall,20.0,High,Low,High,Yes,Yes,Yes,4.8,6.6,no
jack-in-the-pulpit,Jack in the pulpit,Arisaema triphyllum,mound,3-8,6,#f1f1e2,,#5b7a4b,,,shade,high,"sandy,loamy",,1.5,,,,#b3261e,6-8,light,ARTR,Arisaema triphyllum (L.) Schott,Forb/herb,CAN:N|L48:N,Rhizomatous,Erect,Coarse,Dense,Dense,No,Yes,Yes,Yes,Early Summer,Spring and Summer,Summer,Summer,1.5,Low,Low,High,Yes,Yes,No,4.8,7.0,no
canadian-milkvetch,Canadian milkvetch,Astragalus canadensis,mound,3-11,7,#f1f1e2,,#5b7a4b,,,full-sun,medium,loamy,,0.5,,,,#6b5a4a,6-11,light,ASCA11,Astragalus canadensis L.,Forb/herb,CAN:N|L48:N,Stoloniferous,Prostrate,Fine,Porous,Porous,No,Yes,No,No,Mid Summer,"Spring, Summer, Fall",Summer,Fall,0.5,High,Medium,Medium,No,Yes,No,6.0,8.0,no
swamp-milkweed,swamp milkweed,Asclepias incarnata,mound,3-5,9-11,#b3261e,,#5b7a4b,,,full-sun,high,"loamy,clay",,4.9,,,,#6b5a4a,3-11,moderate,ASIN,Asclepias incarnata L.,Forb/herb,CAN:N|L48:N,Rhizomatous,Erect,Coarse,Moderate,Porous,No,Yes,No,No,Fall,Spring,Spring,Fall,4.9,High,None,High,No,Yes,Yes,5.0,8.0,no
pawpaw,pawpaw,Asimina triloba,vase,3-8,4,#8f6fb3,,,,,shade,medium,"sandy,loamy",,25,,,,#6b5a4a,3-8,moderate,ASTR,Asimina triloba (L.) Dunal,Shrub,CAN:N|L48:N,Single Stem,Erect,Coarse,Moderate,Porous,No,No,No,Yes,Mid Spring,Spring and Summer,Spring,Summer,25.0,Low,Low,Medium,Yes,Yes,No,4.7,7.2,no
butterfly-milkweed,butterfly milkweed,Asclepias tuberosa,mound,3-8,7,#d98a3d,,#5b7a4b,,,full-sun,low,"sandy,loamy",,2,,,,#6b5a4a,6-11,moderate,ASTU,Asclepias tuberosa L.,Forb/herb,CAN:N|L48:N,Multiple Stem,Erect,Coarse,Moderate,Porous,No,Yes,Yes,No,Mid Summer,Spring and Summer,Summer,Fall,2.0,High,High,Low,Yes,Yes,No,4.8,6.8,yes
fourwing-saltbush,fourwing saltbush,Atriplex canescens,vase,3-8,8,#e8d24a,,,,,part-sun,medium,"sandy,loamy,clay",,9,,,,#f1f1e2,6-8,moderate,ATCA2,Atriplex canescens (Pursh) Nutt.,Shrub,CAN:N|L48:N,Multiple Stem,Semi-Erect,Coarse,Moderate,Porous,No,No,Yes,No,Late Summer,Spring and Summer,Summer,Summer,9.0,Medium,High,Medium,Yes,Yes,Yes,6.6,9.5,no
common-ladyfern,common ladyfern,Athyrium filix-femina,mound,3-11,,,,#5b7a4b,,,shade,medium,loamy,,3,,,,,,,ATFI,Athyrium filix-femina (L.) Roth,Forb/herb,AK:N|CAN:N|GL:N|L48:N|SPM:N,Rhizomatous,Semi-Erect,Fine,Dense,Porous,No,No,No,Yes,,"Spring, Summer, Fall",,,3.0,Low,Low,Medium,No,Yes,No,4.5,7.0,no
broadleaf-carpetgrass,broadleaf carpetgrass,Axonopus compressus,grass,3-8,3-5,#f1f1e2,,#5b7a4b,,,full-sun,high,"loamy,clay",,1,,,,#6b5a4a,6-11,moderate,AXCO,Axonopus compressus (Sw.) P. Beauv.,Graminoid,L48:N|PB:I|PR:N|VI:N,Stoloniferous,Decumbent,Fine,Moderate,Porous,No,No,No,No,Spring,Spring and Summer,Summer,Fall,1.0,High,Low,High,No,Yes,Yes,4.5,7.0,no
eastern-baccharis,eastern baccharis,Baccharis halimifolia,vase,3-11,8,#f1f1e2,,,,,part-sun,high,"sandy,loamy,clay",,10,,,,#f1f1e2,9-11,heavy,BAHA,Baccharis halimifolia L.,Shrub,L48:N,Multiple Stem,Erect,Coarse,Dense,Moderate,No,Yes,No,Yes,Late Summer,"Spring, Summer, Fall",Fall,Fall,10.0,Medium,Low,High,Yes,Yes,Yes,5.5,7.8,no
disk-waterhyssop,disk waterhyssop,Bacopa rotundifolia,mound,3-11,9-11,#f1f1e2,,#5b7a4b,,,full-sun,high,"loamy,clay",,0.1,,,,,9-11,moderate,BARO,Bacopa rotundifolia (Michx.) Wettst.,Forb/herb,CAN:N|L48:N,Stoloniferous,Prostrate,Medium,Dense,Porous,No,Yes,No,No,Fall,"Spring, Summer, Fall",Fall,Fall,0.1,High,None,High,No,Yes,Yes,5.4,7.8,no
lyreleaf-greeneyes,lyreleaf greeneyes,Berlandiera lyrata,mound,3-8,4,#e8d24a,,#5b7a4b,,,full-sun,low,"loamy,clay",,4,,,,#6b5a4a,6-8,light,BELY,Berlandiera lyrata Benth.,Forb/herb,L48:N,Single Crown,Erect,Medium,Porous,Porous,No,Yes,No,No,Mid Spring,Spring and Summer,Summer,Summer,4.0,High,Medium,Low,No,Yes,Yes,6.5,9.5,no
river-birch,river birch,Betula nigra,tree,3-8,4,#6b5a4a,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,70,,,,#6b5a4a,3-5,heavy,BENI,Betula nigra L.,Tree,L48:N,Multiple Stem,Erect,Medium,Moderate,Porous,No,No,No,No,Mid Spring,Spring and Summer,Spring,Spring,70.0,High,Low,High,Yes,Yes,Yes,3.0,6.5,no
bearded-beggarticks,bearded beggarticks,Bidens aristosa,mound,3-11,8,#e8d24a,,#5b7a4b,,,part-sun,high,"loamy,clay",,3.5,,,,#6b5a4a,6-11,heavy,BIAR,Bidens aristosa (Michx.) Britton,Forb/herb,CAN:I|L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,Yes,No,Late Summer,"Spring, Summer, Fall",Summer,Fall,3.5,Medium,Low,High,No,Yes,Yes,5.0,7.0,no
small-beggarticks,small beggarticks,Bidens discoidea,mound,3-11,8,#e8d24a,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,5.2,,,,#6b5a4a,9-11,heavy,BIDI,Bidens discoidea (Torr. & A. Gray) Britton,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,No,Yes,Late Summer,"Spring, Summer, Fall",Fall,Fall,5.2,Medium,Low,High,Yes,Yes,Yes,5.1,7.1,no
devil-s-beggartick,devil's beggartick,Bidens frondosa,mound,3-11,8,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy",,4,,,,#6b5a4a,6-11,heavy,BIFR,Bidens frondosa L.,Forb/herb,AK:I|CAN:I|L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,No,Yes,No,Late Summer,"Spring, Summer, Fall",Summer,Fall,4.0,Medium,Low,Medium,Yes,Yes,No,5.2,7.2,no
smooth-beggartick,smooth beggartick,Bidens laevis,mound,3-11,8,#e8d24a,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,3.3,,,,#6b5a4a,6-11,heavy,BILA,"Bidens laevis (L.) Britton, Sterns & Poggenb.",Forb/herb,L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,No,Yes,Late Summer,"Spring, Summer, Fall",Summer,Fall,3.3,Medium,Low,High,Yes,Yes,Yes,5.0,7.0,no
white-doll-s-daisy,white doll's daisy,Boltonia asteroides,mound,6-8,7,#f1f1e2,,#5b7a4b,,,part-sun,medium,"sandy,loamy",,8,,,,#6b5a4a,6-11,heavy,BOAS,Boltonia asteroides (L.) L'Hér.,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,No,No,Mid Summer,Summer,Summer,Fall,8.0,Medium,Low,Medium,Yes,Yes,No,5.3,7.0,no
cane-bluestem,cane bluestem,Bothriochloa barbinodis,grass,6-11,,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,4,,,,#6b5a4a,1-12,moderate,BOBA3,Bothriochloa barbinodis (Lag.) Herter,Graminoid,HI:I|L48:N,Bunch,Erect,Medium,Dense,Porous,No,No,No,No,Indeterminate,Summer and Fall,Year Round,,4.0,High,High,Medium,Yes,Yes,No,7.0,8.2,no
sideoats-grama,sideoats grama,Bouteloua curtipendula,grass,6-8,7,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3,,,,#6b5a4a,6-11,moderate,BOCU,Bouteloua curtipendula (Michx.) Torr.,Graminoid,CAN:N|HI:I|L48:N,Rhizomatous,Erect,Medium,Moderate,Porous,No,No,No,No,Mid Summer,Summer,Summer,Fall,3.0,High,Medium,Medium,Yes,Yes,Yes,6.0,8.5,yes
smallspike-false-nettle,smallspike false nettle,Boehmeria cylindrica,mound,3-5,,#e8d24a,,#5b7a4b,,,shade,medium,"loamy,clay",,3.9,,,,,3-11,light,BOCY,Boehmeria cylindrica (L.) Sw.,Forb/herb,CAN:N|L48:N|PR:N,Bunch,Erect,Medium,Moderate,Porous,No,No,No,No,Indeterminate,Spring,Spring,Fall,3.9,Low,Low,Medium,No,Yes,Yes,5.1,7.0,no
buffalograss,buffalograss,Bouteloua dactyloides,grass,6-8,7,#e8d24a,,,,,full-sun,medium,"loamy,clay",,0.5,,,,#6b5a4a,6-8,moderate,BODA2,Bouteloua dactyloides (Nutt.) J.T. Columbus,Graminoid,CAN:N|L48:N,Stoloniferous,Decumbent,Fine,Porous,Porous,No,No,No,No,Mid Summer,Summer,Summer,Summer,0.5,High,High,Medium,No,Yes,Yes,6.5,8.0,yes
black-grama,black grama,Bouteloua eriopoda,grass,6-11,7,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,2,,,,#6b5a4a,6-11,heavy,BOER4,Bouteloua eriopoda (Torr.) Torr.,Graminoid,L48:N,Stoloniferous,Decumbent,Fine,Porous,Porous,No,No,No,No,Mid Summer,Summer and Fall,Summer,Fall,2.0,High,High,Medium,Yes,Yes,No,7.0,8.7,no
bushy-seaside-tansy,bushy seaside tansy,Borrichia frutescens,mound,3-5,,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,2.6,,,,#3a3a34,3-11,heavy,BOFR,Borrichia frutescens (L.) DC.,Subshrub,L48:N,Rhizomatous,Erect,Coarse,Moderate,Porous,No,No,No,No,Indeterminate,Spring,Spring,Fall,2.6,High,Low,Medium,Yes,Yes,Yes,6.1,7.5,no
blue-grama,blue grama,Bouteloua gracilis,grass,6-11,7,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,1,,,,#6b5a4a,6-8,moderate,BOGR2,Bouteloua gracilis (Willd. ex Kunth) Lag. ex Griffiths,Graminoid,CAN:N|L48:N,Colonizing,Erect,Medium,Porous,Porous,No,No,No,No,Mid Summer,Summer and Fall,Summer,Summer,1.0,High,High,Medium,Yes,Yes,Yes,6.6,8.4,yes
hairy-grama,hairy grama,Bouteloua hirsuta,grass,6-8,3-5,,,#5b7a4b,,,full-sun,low,"sandy,loamy",,0.5,,,,#6b5a4a,3-11,moderate,BOHI2,Bouteloua hirsuta Lag.,Graminoid,L48:N,Colonizing,Decumbent,Fine,Porous,Porous,No,No,No,No,Spring,Summer,Spring,Fall,0.5,High,High,Low,Yes,Yes,No,6.0,7.2,no
sturdy-bulrush,sturdy bulrush,Bolboschoenus robustus,grass,6-8,8,#b3261e,,#5b7a4b,,,full-sun,high,"loamy,clay",,4.9,,,,#6b5a4a,6-11,light,BORO5,Bolboschoenus robustus (Pursh) Soják,Graminoid,L48:N,Rhizomatous,Erect,Medium,Moderate,Porous,No,No,No,No,Late Summer,Summer,Summer,Fall,4.9,High,Low,High,No,Yes,Yes,6.4,8.4,no
rattlesnake-fern,rattlesnake fern,Botrychium virginianum,mound,3-8,5,,,#5b7a4b,,,shade,medium,loamy,,1.4,,,,,6-8,,BOVI,Botrychium virginianum (L.) Sw.,Forb/herb,AK:N|CAN:N|L48:N,Rhizomatous,Erect,Fine,Porous,Porous,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,1.4,Low,Low,Medium,No,Yes,No,5.6,6.9,no
greenwhite-sedge,greenwhite sedge,Carex albolutescens,grass,3-5,3-5,#5b7a4b,,#5b7a4b,,,part-sun,medium,"loamy,clay",,3.9,,,,#e8d24a,3-11,moderate,CAAL5,Carex albolutescens Schwein.,Graminoid,L48:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Spring,Spring,Spring,Fall,3.9,Medium,Low,Medium,No,Yes,Yes,4.3,7.8,no
american-beautyberry,American beautyberry,Callicarpa americana,vase,3-8,6,#f1f1e2,,#5b7a4b,,,part-sun,low,"sandy,loamy,clay",,9,,,,#8f6fb3,6-11,heavy,CAAM2,Callicarpa americana L.,Shrub,L48:N,Multiple Stem,Semi-Erect,Medium,Dense,Moderate,No,Yes,Yes,Yes,Early Summer,Spring and Summer,Summer,Fall,9.0,Medium,Low,Low,Yes,Yes,Yes,5.8,7.2,yes
eastern-narrowleaf-sedge,eastern narrowleaf sedge,Carex amphibola,grass,3-8,5,#5b7a4b,,#5b7a4b,,,shade,medium,"loamy,clay",,2,,,,#6b5a4a,6-8,light,CAAM8,Carex amphibola Steud.,Graminoid,CAN:N|L48:N,Bunch,Semi-Erect,Medium,Moderate,Porous,No,No,No,No,Late Spring,Spring and Summer,Summer,Summer,2.0,Low,Low,Medium,No,Yes,Yes,5.9,7.0,no
