id,common_name,botanical_name,growth_shape,growing_season_months,flowering_season_months,flower_color,foliage_color_spring,foliage_color_summer,foliage_color_fall,foliage_color_winter,sun_pref,water_pref,soil_pref,width_ft,height_ft,inflorescence,flower_count_hint,flower_zone,fruit_color,fruit_season_months,fruit_load,usda_symbol,usda_scientific_name_full,usda_growth_habit,usda_native_status,usda_growth_form,usda_shape_and_orientation,usda_foliage_texture,usda_foliage_porosity_summer,usda_foliage_porosity_winter,usda_leaf_retention,usda_flower_conspicuous,usda_fruit_conspicuous,usda_fall_conspicuous,usda_bloom_period,usda_active_growth_period,usda_fruit_seed_period_begin,usda_fruit_seed_period_end,usda_height_mature_ft,usda_shade_tolerance,usda_drought_tolerance,usda_moisture_use,usda_soil_coarse,usda_soil_medium,usda_soil_fine,usda_ph_min,usda_ph_max
tapertip-flatsedge,tapertip flatsedge,Cyperus acuminatus,grass,3-8,5,#5b7a4b,,#5b7a4b,,,part-sun,high,"loamy,clay",,1.3,,,,#5b7a4b,6-11,moderate,CYAC2,Cyperus acuminatus Torr. & Hook. ex Torr.,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Late Spring,Spring and Summer,Summer,Fall,1.3,Medium,None,High,No,Yes,Yes,4.9,6.8
slender-flatsedge,slender flatsedge,Cyperus bipartitus,grass,3-11,7,#5b7a4b,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,5,,,,#6b5a4a,6-11,moderate,CYBI6,Cyperus bipartitus Torr.,Graminoid,CAN:N|L48:N,Bunch,Semi-Erect,Fine,Dense,Porous,No,No,No,No,Mid Summer,"Spring, Summer, Fall",Summer,Fall,5.0,High,Low,Medium,Yes,Yes,Yes,4.5,6.5
poorland-flatsedge,poorland flatsedge,Cyperus compressus,grass,6-11,8,#5b7a4b,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,1,,,,#6b5a4a,9-11,moderate,CYCO,Cyperus compressus L.,Graminoid,HI:I|L48:N|PB:I|PR:N|VI:N,Bunch,Semi-Erect,Fine,Moderate,Porous,No,No,No,No,Late Summer,Summer and Fall,Fall,Fall,1.0,High,Low,Medium,Yes,Yes,No,5.0,6.5
bermudagrass,Bermudagrass,Cynodon dactylon,grass,6-11,4,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,1.5,,,,#6b5a4a,6-8,light,CYDA,Cynodon dactylon (L.) Pers.,Graminoid,CAN:W|HI:I|L48:I|PB:I|PR:I|SPM:W|VI:I,Stoloniferous,Prostrate,Medium,Porous,Porous,No,No,No,No,Mid Spring,Summer and Fall,Summer,Summer,1.5,High,Medium,Medium,Yes,Yes,Yes,6.0,8.0
redroot-flatsedge,redroot flatsedge,Cyperus erythrorhizos,grass,6-11,7,#5b7a4b,,,,,full-sun,medium,"sandy,loamy",,2.5,,,,#f1f1e2,6-11,heavy,CYER2,Cyperus erythrorhizos Muhl.,Graminoid,CAN:N|L48:N,Bunch,Erect,Coarse,Moderate,Porous,No,No,No,No,Mid Summer,Summer and Fall,Summer,Fall,2.5,High,Medium,Medium,Yes,Yes,No,5.0,6.5
yellow-nutsedge,yellow nutsedge,Cyperus esculentus,grass,6-11,7,#5b7a4b,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,0.7,,,,#e8d24a,6-11,moderate,CYES,Cyperus esculentus L.,Graminoid,CAN:I|HI:I|L48:I|L48:N|PR:I|VI:I,Rhizomatous,Semi-Erect,Medium,Moderate,Porous,No,No,No,No,Mid Summer,Summer and Fall,Summer,Fall,0.7,High,Medium,Low,Yes,Yes,Yes,5.0,7.0
yellow-flatsedge,yellow flatsedge,Cyperus flavescens,grass,6-11,8,#b3261e,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,2,,,,#3a3a34,6-11,moderate,CYFL,Cyperus flavescens L.,Graminoid,CAN:N|L48:N|PR:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Late Summer,Summer and Fall,Summer,Fall,2.0,High,Low,Medium,Yes,Yes,No,5.0,7.0
haspan-flatsedge,haspan flatsedge,Cyperus haspan,grass,3-5,5,#6b5a4a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3.2,,,,#f1f1e2,6-11,moderate,CYHA,Cyperus haspan L.,Graminoid,HI:I|L48:N|PB:N|PR:N,Bunch,Erect,Medium,Moderate,Porous,No,No,Yes,No,Late Spring,Spring,Summer,Fall,3.2,High,Low,Medium,Yes,Yes,Yes,4.5,7.5
fragrant-flatsedge,fragrant flatsedge,Cyperus odoratus,grass,6-11,8,#6b5a4a,,#5b7a4b,,,full-sun,medium,"sandy,loamy",,2,,,,#3a3a34,6-11,moderate,CYOD,Cyperus odoratus L.,Graminoid,CAN:N|HI:N|L48:N|PB:N|PR:N|VI:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Late Summer,Summer and Fall,Summer,Fall,2.0,High,Low,Medium,Yes,Yes,No,5.0,8.3
manyspike-flatsedge,manyspike flatsedge,Cyperus polystachyos,grass,"3,4,5,9,10,11",7,#5b7a4b,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,1.6,,,,#6b5a4a,6-11,moderate,CYPO,Cyperus polystachyos Rottb.,Graminoid,HI:N|L48:N|PB:I|PB:N|PR:N|VI:N,Bunch,Semi-Erect,Fine,Moderate,Porous,No,No,No,No,Mid Summer,Spring and Fall,Summer,Fall,1.6,High,Low,Medium,Yes,Yes,Yes,4.5,6.5
marsh-flatsedge,marsh flatsedge,Cyperus pseudovegetus,grass,3-11,5,#5b7a4b,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,2.5,,,,#3a3a34,6-11,moderate,CYPS,Cyperus pseudovegetus Steud.,Graminoid,L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Late Spring,"Spring, Summer, Fall",Summer,Fall,2.5,High,None,High,Yes,Yes,Yes,4.6,6.8
swamp-titi,swamp titi,Cyrilla racemiflora,vase,3-8,7,#e8d24a,,,,,shade,low,"sandy,loamy,clay",,30,,,,#6b5a4a,6-11,light,CYRA,Cyrilla racemiflora L.,Shrub,L48:N|PR:N,Thicket Forming,Erect,Coarse,Moderate,Porous,Yes,Yes,No,Yes,Mid Summer,Spring and Summer,Summer,Fall,30.0,Low,Low,,Yes,Yes,Yes,4.9,6.8
strawcolored-flatsedge,strawcolored flatsedge,Cyperus strigosus,grass,3-5,6-8,#6b5a4a,,#5b7a4b,,,full-sun,medium,"loamy,clay",,3.2,,,,#b3261e,6-11,moderate,CYST,Cyperus strigosus L.,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,Yes,No,Summer,Spring,Summer,Fall,3.2,High,Low,Medium,No,Yes,Yes,6.4,7.0
white-prairie-clover,white prairie clover,Dalea candida var. candida,mound,3-8,7,#f1f1e2,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,2,,,,#6b5a4a,6-11,light,DACAC,Dalea candida Michx. ex Willd. var. candida,Forb/herb,CAN:N|L48:N,Multiple Stem,Decumbent,Coarse,Porous,Porous,No,No,No,No,Mid Summer,Spring and Summer,Summer,Fall,2.0,Medium,Medium,Medium,Yes,Yes,Yes,6.0,8.0
featherplume,featherplume,Dalea formosa,vase,3-11,,#8f6fb3,,,,,full-sun,low,"sandy,loamy",,3,,,,#6b5a4a,3-11,moderate,DAFO,Dalea formosa Torr.,Shrub,L48:N,Multiple Stem,Semi-Erect,Fine,Dense,Moderate,No,Yes,No,Yes,Indeterminate,"Spring, Summer, Fall",Spring,Fall,3.0,High,High,Low,Yes,Yes,No,5.5,7.5
orchardgrass,orchardgrass,Dactylis glomerata,grass,"3,4,5,9,10,11",4,#e8d24a,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,4,,,,#6b5a4a,6-8,moderate,DAGL,Dactylis glomerata L.,Graminoid,AK:I|CAN:I|GL:I|HI:I|L48:I|PR:I|SPM:I,Bunch,Semi-Erect,Medium,Moderate,Porous,No,No,No,No,Mid Spring,Spring and Fall,Summer,Summer,4.0,Medium,Medium,Medium,Yes,Yes,Yes,5.8,8.4
purple-prairie-clover,purple prairie clover,Dalea purpurea var. purpurea,mound,3-8,6-8,#8f6fb3,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3,,,,#6b5a4a,3-8,moderate,DAPUP,Dalea purpurea Vent. var. purpurea,Forb/herb,CAN:N|L48:N,Multiple Stem,Erect,Coarse,Porous,Porous,No,Yes,No,No,Summer,Spring and Summer,Spring,Summer,3.0,High,Medium,Medium,Yes,Yes,Yes,6.0,8.0
common-sotol,common sotol,Dasylirion wheeleri,vase,3-8,4,#f1f1e2,,,,,full-sun,low,"sandy,loamy",,15,,,,#6b5a4a,6-8,light,DAWH2,Dasylirion wheeleri S. Watson,Shrub,L48:N,Single Crown,Semi-Erect,Coarse,Porous,Porous,Yes,Yes,No,Yes,Mid Spring,Spring and Summer,Summer,Summer,15.0,High,High,Low,Yes,Yes,No,6.6,9.0
illinois-bundleflower,Illinois bundleflower,Desmanthus illinoensis,mound,3-8,6,#f1f1e2,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3,,,,#6b5a4a,6-8,moderate,DEIL,Desmanthus illinoensis (Michx.) MacMill. ex B.L. Rob. & Fernald,Forb/herb,L48:N,Multiple Stem,Erect,Fine,Porous,Porous,No,Yes,No,No,Early Summer,Spring and Summer,Summer,Summer,3.0,High,Medium,Medium,Yes,Yes,Yes,5.0,8.0
zarzabacoa-comun,zarzabacoa comun,Desmodium incanum,mound,3-5,,#8f6fb3,,#5b7a4b,,,full-sun,medium,"sandy,clay",,4,,,,#6b5a4a,,heavy,DEIN3,Desmodium incanum DC.,Forb/herb,HI:I|L48:I|NAV:N|PB:I|PR:N|VI:N,Stoloniferous,Semi-Erect,Medium,Moderate,Dense,Yes,Yes,No,No,Indeterminate,Spring,,,4.0,High,High,Medium,Yes,No,Yes,5.0,7.0
panicledleaf-ticktrefoil,panicledleaf ticktrefoil,Desmodium paniculatum,mound,3-8,8,#8f6fb3,,#5b7a4b,,,part-sun,low,"loamy,clay",,3,,,,#6b5a4a,9-11,heavy,DEPA6,Desmodium paniculatum (L.) DC.,Forb/herb,CAN:N|L48:N,Single Crown,Erect,Medium,Moderate,Porous,No,Yes,Yes,Yes,Late Summer,Spring and Summer,Fall,Fall,3.0,Medium,Medium,Low,No,Yes,Yes,6.0,7.0
perplexed-ticktrefoil,perplexed ticktrefoil,Desmodium perplexum,mound,6-8,6-8,#f1f1e2,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,4,,,,#6b5a4a,6-11,moderate,DEPE80,Desmodium perplexum B.G. Schub.,Forb/herb,L48:N,Colonizing,Erect,Fine,Moderate,Moderate,No,No,No,No,Summer,Summer,Summer,Fall,4.0,Medium,Low,Medium,Yes,Yes,Yes,5.6,7.0
dixie-ticktrefoil,dixie ticktrefoil,Desmodium tortuosum,mound,3-8,6-8,#5b7ea3,,#5b7a4b,,,full-sun,low,"sandy,loamy,clay",,9,,,,#6b5a4a,9-12,heavy,DETO,Desmodium tortuosum (Sw.) DC.,Forb/herb,HI:I|L48:N|PR:N|VI:N,Single Crown,Erect,Medium,Moderate,,No,Yes,Yes,No,Summer,Spring and Summer,Fall,Winter,9.0,High,High,Low,Yes,Yes,Yes,5.0,7.2
swamp-loosestrife,swamp loosestrife,Decodon verticillatus,vase,6-11,7,#b3261e,,#5b7a4b,,,part-sun,high,"sandy,loamy,clay",,8,,,,#6b5a4a,6-11,heavy,DEVE,Decodon verticillatus (L.) Elliott,Shrub,CAN:N|L48:N,Colonizing,Erect,Coarse,Dense,Moderate,No,Yes,No,No,Mid Summer,Summer and Fall,Summer,Fall,8.0,Medium,None,High,Yes,Yes,Yes,4.9,8.6
wild-tantan,wild tantan,Desmanthus virgatus,mound,3-8,,#f1f1e2,,,,,shade,low,"sandy,loamy,clay",,2,,,,#6b5a4a,1-12,light,DEVI3,Desmanthus virgatus (L.) Willd.,Forb/herb,L48:N|PB:I|PR:N|VI:N,Multiple Stem,Semi-Erect,Fine,Dense,Dense,Yes,No,Yes,Yes,Indeterminate,Spring and Summer,Year Round,Year Round,2.0,Low,High,Low,Yes,Yes,Yes,5.0,8.0
needleleaf-rosette-grass,needleleaf rosette grass,Dichanthelium aciculare,grass,6-8,6-8,#5b7a4b,,,,,part-sun,low,"sandy,loamy",,1.6,,,,#e8d24a,6-11,light,DIAC,Dichanthelium aciculare (Desv. ex Poir.) Gould & C.A. Clark,Graminoid,L48:N|PR:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Summer,Summer,Summer,Fall,1.6,Medium,High,Low,Yes,Yes,No,4.0,6.5
kleberg-s-bluestem,Kleberg's bluestem,Dichanthium annulatum,grass,3-8,5,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3,,,,#3a3a34,3-11,heavy,DIAN,Dichanthium annulatum (Forssk.) Stapf,Graminoid,HI:I|L48:I|PR:I,Colonizing,Semi-Erect,Fine,Moderate,Moderate,No,No,No,Yes,Late Spring,Spring and Summer,Spring,Fall,3.0,High,Low,Medium,Yes,Yes,Yes,5.5,7.0
angleton-bluestem,Angleton bluestem,Dichanthium aristatum,grass,3-8,5,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,3,,,,#3a3a34,3-11,heavy,DIAR5,Dichanthium aristatum (Poir.) C.E. Hubbard,Graminoid,HI:I|L48:I|PR:I,Colonizing,Semi-Erect,Fine,Moderate,Moderate,No,No,No,Yes,Late Spring,Spring and Summer,Spring,Fall,3.0,High,Low,Medium,Yes,Yes,Yes,5.5,7.0
arizona-cottontop,Arizona cottontop,Digitaria californica,grass,3-8,8,#f1f1e2,,#5b7a4b,,,full-sun,low,"sandy,loamy",,4,,,,#6b5a4a,6-11,light,DICA8,Digitaria californica (Benth.) Henr.,Graminoid,L48:N,Bunch,Erect,Medium,Dense,Porous,No,No,No,No,Late Summer,Spring and Summer,Summer,Fall,4.0,High,High,Low,Yes,Yes,No,7.5,8.3
southern-crabgrass,southern crabgrass,Digitaria ciliaris,grass,6-11,8,#e8d24a,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,0.9,,,,#6b5a4a,9-11,heavy,DICI,Digitaria ciliaris (Retz.) Koeler,Graminoid,HI:I|L48:N|PB:I|PB:N|PR:N|VI:N,Stoloniferous,Decumbent,Fine,Porous,Porous,No,No,No,No,Late Summer,Summer and Fall,Fall,Fall,0.9,High,Low,Medium,Yes,Yes,Yes,5.0,7.0
deertongue,deertongue,Dichanthelium clandestinum,grass,3-8,6,,,#5b7a4b,,,part-sun,low,"sandy,loamy,clay",,2,,,,#6b5a4a,6-11,heavy,DICL,Dichanthelium clandestinum (L.) Gould,Graminoid,CAN:N|L48:N,Bunch,Semi-Erect,Medium,Dense,Porous,No,No,No,No,Early Summer,Spring and Summer,Summer,Fall,2.0,Medium,High,Low,Yes,Yes,Yes,4.0,7.5
variable-panicgrass,variable panicgrass,Dichanthelium commutatum,grass,6-8,6-8,#5b7a4b,,#5b7a4b,,,part-sun,low,"sandy,loamy",,4.9,,,,#e8d24a,6-11,light,DICO2,Dichanthelium commutatum (Schult.) Gould,Graminoid,L48:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Summer,Summer,Summer,Fall,4.9,Medium,Medium,Low,Yes,Yes,No,4.0,6.5
gulf-sebastian-bush,Gulf Sebastian-bush,Ditrysinia fruticosa,vase,6-11,6-8,#5b7a4b,,#5b7a4b,,,shade,low,sandy,,12,,,,#6b5a4a,6-11,light,DIFR6,Ditrysinia fruticosa (W. Bartram) Govaerts & Frodin,Shrub,L48:N,Multiple Stem,Erect,Medium,Moderate,Moderate,Yes,No,No,Yes,Summer,Summer and Fall,Summer,Fall,12.0,Low,Medium,Low,Yes,No,No,4.0,6.0
broadleaf-rosette-grass,broadleaf rosette grass,Dichanthelium latifolium,grass,6-8,3-5,#5b7a4b,,#5b7a4b,,,part-sun,low,"sandy,loamy",,3.3,,,,#e8d24a,6-11,light,DILA8,Dichanthelium latifolium (L.) Gould & C.A. Clark,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Spring,Summer,Summer,Fall,3.3,Medium,Medium,Low,Yes,Yes,No,4.0,6.5
eggleaf-rosette-grass,eggleaf rosette grass,Dichanthelium ovale,grass,3-5,3-5,#5b7a4b,,#5b7a4b,,,shade,low,"sandy,loamy",,1.7,,,,#e8d24a,6-11,light,DIOV,Dichanthelium ovale (Elliott) Gould & C.A. Clark,Graminoid,L48:N|PR:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Spring,Spring,Summer,Fall,1.7,Low,High,Low,Yes,Yes,No,4.0,6.5
woolly-rosette-grass,woolly rosette grass,Dichanthelium scabriusculum,grass,6-8,6-8,#5b7a4b,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,2.5,,,,#e8d24a,6-11,light,DISC2,Dichanthelium scabriusculum (Elliott) Gould & C.A. Clark,Graminoid,L48:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Summer,Summer,Summer,Fall,2.5,Medium,Low,Medium,Yes,Yes,Yes,4.0,7.0
velvet-panicum,velvet panicum,Dichanthelium scoparium,grass,6-8,6-8,#5b7a4b,,,,,shade,medium,"sandy,loamy",,4.3,,,,#e8d24a,6-11,light,DISC3,Dichanthelium scoparium (Lam.) Gould,Graminoid,L48:N|PR:N,Bunch,Erect,Fine,Porous,Porous,No,No,No,No,Summer,Summer,Summer,Fall,4.3,Low,Low,Medium,Yes,Yes,No,4.5,7.5
saltgrass,saltgrass,Distichlis spicata,grass,3-11,7,#e8d24a,,#5b7a4b,,,full-sun,medium,"loamy,clay",,1.1,,,,#6b5a4a,6-11,light,DISP,Distichlis spicata (L.) Greene,Graminoid,CAN:N|HI:I|L48:N,Rhizomatous,Semi-Erect,Medium,Porous,Porous,No,No,No,No,Mid Summer,"Spring, Summer, Fall",Summer,Fall,1.1,High,Medium,Medium,No,Yes,Yes,6.4,10.0
common-persimmon,common persimmon,Diospyros virginiana,tree,3-8,5,#e8d24a,,,,,shade,medium,"sandy,loamy,clay",,55,,,,#d98a3d,6-12,heavy,DIVI5,Diospyros virginiana L.,Tree,L48:N,Single Crown,Irregular,Medium,Moderate,Porous,No,No,Yes,Yes,Late Spring,Spring and Summer,Summer,Winter,55.0,Low,Medium,Medium,Yes,Yes,Yes,4.7,7.5
pride-of-ohio,pride of Ohio,Dodecatheon meadia,mound,3-5,3-5,#f1f1e2,,#5b7a4b,,,shade,medium,"sandy,loamy",,2,,,,#6b5a4a,6-8,light,DOME,Dodecatheon meadia L.,Forb/herb,CAN:N|L48:N,Single Stem,Erect,Fine,Porous,Porous,No,Yes,No,No,Spring,Spring,Summer,Summer,2.0,Low,Low,Medium,Yes,Yes,No,4.5,7.5
clasping-coneflower,clasping coneflower,Dracopis amplexicaulis,mound,3-8,8,#e8d24a,,#5b7a4b,,,full-sun,high,"sandy,loamy,clay",,2,,,,#3a3a34,6-11,heavy,DRAM,Dracopis amplexicaulis (Vahl) Cass.,Forb/herb,L48:N,Single Stem,Erect,Medium,Porous,Porous,No,Yes,Yes,No,Late Summer,Spring and Summer,Summer,Fall,2.0,High,High,High,Yes,Yes,Yes,6.0,7.5
three-way-sedge,three-way sedge,Dulichium arundinaceum,grass,6-8,8,#6b5a4a,,,,,part-sun,high,"sandy,loamy,clay",,2.6,,,,#6b5a4a,9-11,light,DUAR3,Dulichium arundinaceum (L.) Britton,Graminoid,AK:N|CAN:N|L48:N|SPM:N,Rhizomatous,Erect,Fine,Porous,Porous,No,No,No,No,Late Summer,Summer,Fall,Fall,2.6,Medium,Low,High,Yes,Yes,Yes,4.7,7.5
jungle-rice,jungle rice,Echinochloa colona,grass,3-5,5,#5b7a4b,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,2,,,,#e8d24a,6-11,moderate,ECCO2,Echinochloa colona (L.) Link,Graminoid,HI:I|L48:I|PB:I|PR:I|VI:I,Bunch,Semi-Erect,Fine,Porous,Porous,No,No,No,No,Late Spring,Spring,Summer,Fall,2.0,High,Low,Medium,Yes,Yes,Yes,4.0,8.5
billion-dollar-grass,billion-dollar grass,Echinochloa frumentacea,grass,3-5,5,#5b7a4b,,#5b7a4b,,,full-sun,medium,"loamy,clay",,3.9,,,,#e8d24a,6-11,heavy,ECFR,Echinochloa frumentacea Link,Graminoid,CAN:I|L48:I,Bunch,Erect,Medium,Dense,Porous,No,No,No,No,Late Spring,Spring,Summer,Fall,3.9,High,Low,Medium,No,Yes,Yes,4.7,7.4
pale-purple-coneflower,pale purple coneflower,Echinacea pallida,mound,3-8,6,#f1f1e2,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,1.2,,,,#3a3a34,6-11,moderate,ECPA,Echinacea pallida (Nutt.) Nutt.,Forb/herb,CAN:N|L48:N,Single Stem,Erect,Fine,Porous,Porous,No,Yes,No,No,Early Summer,Spring and Summer,Summer,Fall,1.2,High,Medium,Medium,Yes,Yes,Yes,6.5,7.2
false-daisy,false daisy,Eclipta prostrata,mound,6-8,6-8,#f1f1e2,,#5b7a4b,,,part-sun,medium,"sandy,loamy,clay",,3.2,,,,,6-11,light,ECPR,Eclipta prostrata (L.) L.,Forb/herb,CAN:N|HI:I|L48:N|PB:I|PR:N|VI:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Summer,Summer,Summer,Fall,3.2,Medium,Low,Medium,Yes,Yes,Yes,5.2,7.9
eastern-purple-coneflower,eastern purple coneflower,Echinacea purpurea,mound,3-8,6,#8f6fb3,,#5b7a4b,,,full-sun,medium,"sandy,loamy,clay",,1.2,,,,#3a3a34,6-11,moderate,ECPU,Echinacea purpurea (L.) Moench,Forb/herb,CAN:I|L48:N,Single Stem,Erect,Fine,Porous,Porous,No,Yes,No,No,Early Summer,Spring and Summer,Summer,Fall,1.2,High,Low,Medium,Yes,Yes,Yes,6.5,7.2
coast-cockspur-grass,coast cockspur grass,Echinochloa walteri,grass,6-8,6-8,#5b7a4b,,#5b7a4b,,,full-sun,high,clay,,6.5,,,,#e8d24a,6-11,heavy,ECWA,Echinochloa walteri (Pursh) A. Heller,Graminoid,CAN:N|HI:I|L48:N,Bunch,Erect,Medium,Dense,Porous,No,No,No,No,Summer,Summer,Summer,Fall,6.5,High,Low,High,No,No,Yes,3.8,9.4
perennial-veldtgrass,perennial veldtgrass,Ehrharta calycina,grass,"1,2,3,4,5,9,10,11,12",3-5,#e8d24a,,#5b7a4b,,,full-sun,medium,"loamy,clay",,4,,,,#6b5a4a,6-8,moderate,EHCA,Ehrharta calycina Sm.,Graminoid,HI:I|L48:I,Colonizing,Erect,Fine,Moderate,Moderate,No,No,No,No,Spring,"Fall, Winter and Spring",Summer,Summer,4.0,High,Low,Medium,No,Yes,Yes,6.0,7.0
needle-spikerush,needle spikerush,Eleocharis acicularis,grass,3-11,7,#f1f1e2,,,,,full-sun,medium,"loamy,clay",,0.7,,,,#6b5a4a,6-11,light,ELAC,Eleocharis acicularis (L.) Roem. & Schult.,Graminoid,AK:N|CAN:N|GL:N|L48:N|PB:N|SPM:N,Rhizomatous,Erect,,Porous,Porous,No,No,No,No,Mid Summer,"Spring, Summer, Fall",Summer,Fall,0.7,High,Low,Medium,No,Yes,Yes,4.5,7.0
russian-olive,Russian olive,Elaeagnus angustifolia,vase,3-8,6,#e8d24a,,,,,full-sun,high,"sandy,loamy",,35,,,,#e8d24a,6-11,heavy,ELAN,Elaeagnus angustifolia L.,Shrub,CAN:I|L48:I,Single Stem,Erect,Coarse,Dense,Moderate,No,Yes,Yes,No,Early Summer,Spring and Summer,Summer,Fall,35.0,High,High,High,Yes,Yes,No,6.0,9.5
carolina-elephantsfoot,Carolina elephantsfoot,Elephantopus carolinianus,mound,6-8,7,#8f6fb3,,,,,full-sun,medium,"sandy,loamy,clay",,2.7,,,,#6b5a4a,6-11,moderate,ELCA3,Elephantopus carolinianus Raeusch.,Forb/herb,L48:N,Single Crown,Erect,Coarse,Moderate,Porous,No,Yes,No,No,Mid Summer,Summer,Summer,Fall,2.7,High,Medium,Medium,Yes,Yes,Yes,5.0,7.2
canada-wildrye,Canada wildrye,Elymus canadensis,grass,3-11,5,#e8d24a,,#5b7a4b,,,shade,medium,"sandy,loamy,clay",,3,,,,#6b5a4a,3-8,moderate,ELCA4,Elymus canadensis L.,Graminoid,CAN:N|L48:N,Bunch,Erect,Coarse,Porous,Porous,No,No,No,No,Late Spring,"Spring, Summer, Fall",Spring,Summer,3.0,Low,Medium,Medium,Yes,Yes,Yes,5.0,7.9
gulf-coast-spikerush,Gulf Coast spikerush,Eleocharis cellulosa,grass,3-11,7,#5b7a4b,,,,,full-sun,high,"sandy,loamy,clay",,2.6,,,,#6b5a4a,6-11,light,ELCE,Eleocharis cellulosa Torr.,Graminoid,L48:N|PR:N|VI:N,Bunch,Erect,,Porous,Porous,No,No,No,No,Mid Summer,"Spring, Summer, Fall",Summer,Fall,2.6,High,None,High,Yes,Yes,Yes,5.7,8.8
silverberry,silverberry,Elaeagnus commutata,vase,3-8,6,#e8d24a,,,,,full-sun,low,"sandy,loamy",,12,,,,#b3261e,6-11,heavy,ELCO,Elaeagnus commutata Bernh. ex Rydb.,Shrub,AK:N|CAN:N|L48:N,Multiple Stem,Erect,Coarse,Dense,Moderate,No,No,Yes,Yes,Early Summer,Spring and Summer,Summer,Fall,12.0,High,High,Low,Yes,Yes,No,5.0,7.9
flatstem-spikerush,flatstem spikerush,Eleocharis compressa,grass,3-8,6,#5b7a4b,,,,,full-sun,high,"sandy,loamy",,2,,,,#6b5a4a,6-11,light,ELCO2,Eleocharis compressa Sull.,Graminoid,CAN:N|L48:N,Rhizomatous,Erect,,Porous,Porous,No,No,No,No,Early Summer,Spring and Summer,Summer,Fall,2.0,High,None,High,Yes,Yes,No,5.4,7.0
squirreltail,squirreltail,Elymus elymoides,grass,3-5,4,#e8d24a,,#5b7a4b,,,full-sun,low,"loamy,clay",,1.5,,,,#6b5a4a,3-8,moderate,ELEL5,Elymus elymoides (Raf.) Swezey,Graminoid,CAN:N|L48:N,Bunch,Erect,Fine,Moderate,Porous,No,No,No,No,Mid Spring,Spring,Spring,Summer,1.5,High,High,Low,No,Yes,Yes,6.0,8.4
jointed-spikesedge,jointed spikesedge,Eleocharis equisetoides,grass,6-11,7,#5b7a4b,,,,,full-sun,high,"sandy,loamy,clay",,3.2,,,,#6b5a4a,6-11,light,ELEQ,Eleocharis equisetoides (Elliott) Torr.,Graminoid,CAN:N|L48:N,Bunch,Erect,,Porous,Porous,No,No,No,No,Mid Summer,Summer and Fall,Summer,Fall,3.2,High,None,High,Yes,Yes,Yes,5.0,7.0
blue-wildrye,blue wildrye,Elymus glaucus,grass,3-11,6,#e8d24a,,,,,shade,low,"sandy,loamy,clay",,3.3,,,,#6b5a4a,6-8,heavy,ELGL,Elymus glaucus Buckley,Graminoid,AK:N|CAN:N|L48:N,Bunch,Erect,Coarse,Moderate,Porous,No,No,No,No,Early Summer,"Spring, Summer, Fall",Summer,Summer,3.3,Low,High,Low,Yes,Yes,Yes,5.8,8.5
blunt-spikerush,blunt spikerush,Eleocharis obtusa,grass,3-5,6-8,#e8d24a,,,,,full-sun,medium,"sandy,loamy,clay",,1.6,,,,#6b5a4a,3-11,moderate,ELOB2,Eleocharis obtusa (Willd.) Schult.,Graminoid,CAN:N|HI:N|L48:N,Rhizomatous,Erect,Fine,Moderate,Porous,No,No,No,No,Summer,Spring,Spring,Fall,1.6,High,Low,Medium,Yes,Yes,Yes,4.1,8.7
